old,descrizione,predicted_label
AI,Adozione di un sistema di gestione della salute e sicurezza sul lavoro certificato UNI EN ISO 45001:2023 certificato da un organismo accreditato presso un ente di accreditamento firmatario degli accordi EA/MLA e/o IAF/MLA,non_ai
AI,"In un contesto nazionale e internazionale caratterizzato da crescenti minacce alla sicurezza delle infrastrutture critiche, il progetto MIRAGE nasce per rispondere alle esigenze del sistema elettrico nazionale, considerato un pilastro fondamentale per l’economia del Paese. Al contempo, affronta le sfide legate alla protezione fisica dei magazzini logistici.  
Nello specifico il progetto MIRAGE propone una soluzione innovativa per la sorveglianza continua degli asset fisici energetici attraverso l'implementazione di una flotta di robot autonomi e una piattaforma di controllo remoto. I robot, dotati di telecamere, termocamere e sensori avanzati come LIDAR monitoreranno spazi e apparecchiature, segnalando tempestivamente anomalie e intrusioni. La piattaforma di controllo remoto permetterà una gestione centralizzata e in tempo reale dei robot, garantendo una risposta rapida e efficiente alle segnalazioni. Questa soluzione innovativa mira a migliorare la sicurezza e l'efficienza nella gestione degli impianti energetici, migliorando tempestività e accuratezza nel rilevamento delle anomalie e costi operativi. Inoltre, prevede l'integrazione di tecnologie di connettività avanzata per una trasmissione sicura dei dati raccolti dai robot. La combinazione di robot autonomi e piattaforma di c",ai
AI,"The increasing interconnectivity of IT and OT systems, combined with their complexity, makes critical infrastructures and services vulnerable to evolving cyber threats. European regulations such as NIS2, DORA and ACN directives, highlight the need for a systemic and interdisciplinary approach to cyber risk
management. We propose an innovative project with a Federated Learning Layer for the cyber risk
management, including aspects of resilience and privacy, by developing an advanced laboratory to support EcoCyber in the validation of theoretical results and in developing Proofs of Concept and Framework useful for the execution of experiments.",non_ai
AI,Introduzione dell'assistente virtuale umanoide (Virtual e-learning assistant module) nel settore dell’e-learning,non_ai
AI,"TALENTBRIDGE Â¿ Piattaforma Intelligente per la Valorizzazione e la Trasformazione delle Competenze attraverso AI, Skill Gap Analysis e Formazione Immersiva",ai
AI,Buono Formativo per partecipazione corso TECNICHE DI VALORIZZAZIONE DELL'INTELLIGENZA EMOTIVA PER LO SVILUPPO DELLE RISORSE UMANE,non_ai
AI,Utilizzo di robot collaborativo dotato di un sistema rotorbitale per la carteggiatura dei componenti plastici andando a compensare le tolleranze del prodotto plastico mediante un sistema controllo sforzo per compensare le tolleranze tra il percorso programmato e il componente reale.,non_ai
AI,Sistema certificato da un organismo accreditato presso un un ente di accreditamento firmatario degli accordi EA/MLA e/o IAF/MLA,non_ai
AI,"Questo progetto si concentra sullo sviluppo di un robot collaborativo specificamente progettato per automatizzare le operazioni in colture verticali.  L’obiettivo principale è incrementare l’efficienza e ridurre i costi di gestione, affrontando le sfide del settore legate all’ottimizzazione delle operazioni e alla necessità di un monitoraggio continuo.    

Il robot sarà in grado di svolgere diverse funzioni chiave:

Trapianto: Dotato di pinze di precisione e adattatori per diversi substrati, il robot potrà piantare in modo efficiente in spazi verticali ristretti, supportando la diffusione del sistema brevettato DWT (Deep Water Tower).    

Raccolta: Attraverso l’uso di bracci articolati e sensori ottici e spettroscopici, il robot identificherà il momento ottimale per la raccolta, migliorando la qualità e riducendo gli sprechi.    

Trattamenti: Il robot sarà in grado di eseguire trattamenti fitosanitari mirati, riducendo l’uso di prodotti chimici e l’impatto ambientale.    

L’integrazione di queste funzionalità in un unico sistema robotico permetterà una gestione più efficiente delle risorse, riducendo gli sprechi di acqua, concimi ed energia, in linea con i principi dell’agricoltura di precisione.",non_ai
AI,"Abstract We will develop a state-of-the-art transcriptome resource focused on colorectal carcinoma, glioblastoma, pancreatic adenocarcinoma and melanoma. The resource will be composed by a comprehensive collection of mRNAs, including those encoding for cancer-specific antigens, and long-non-coding RNAs. Furthermore, we will comprehensively characterize RNA interactions with chromatin, the translation machinery, and other macromolecular complexes, to provide functional insights when analyzing putative function of RNA in cancers.",non_ai
AI,"The company Salvarani is developing an innovative control computer for sprayers, based on a modular concept and
optionally equipped with a GPS module, which enables the machines fitted with it to maintain a uniform amount of
product sprayed per unit of surface area, regardless of the forward speed maintained by the operator.
The aim is to field-test the system’s functionality using different types and combinations of operational performance
measurement methodologies, in order to produce an accurate report of the real-world performance of the tested
solution, highlighting any operational limitations so that improvements can be made before its final market release",non_ai
AI,"Oggetto della presente Offerta è l’erogazione di servizi tecnologici avanzati ed innovativi finalizzati alla creazione di un 
report di valutazione, pesatura e prioritizzazione della pipeline di innovazione sviluppata dal team di R&D per supportare
l’evoluzione dei prodotti legati alla cottura del cibo in ambito domestico.",non_ai
AI,"URANUS propone un sistema avanzato di monitoraggio basato su Radar collaborativi a bordo di UAV leggeri, operanti come SAR MIMO distribuito. Garantisce misure 3D delle deformazioni con alta risoluzione, riduzione del rumore atmosferico e applicazioni in ingegneria civile, mining e prevenzione disastri",ai
AI,"Il progetto prevede il rafforzamento di IR per 4 ambiti strategici di R D e trasferimento tecnologico per la mobilità sostenibile terrestre: 1 Elettrificazione powertrain; 2 Semiconduttori di potenza; 3 Motori termici innovativi; 4 Automazione del veicolo. Nellambito 1 si intende completare la filiera con una sala prova per test di motori elettrici di nuova generazione e una sala di prova per il test di assali elettrificati. Nellambito 2 si prevede il completamento della filiera con il packaging di componenti semiconduttori di potenza mentre lambito 3 è dedicato alladeguamento di una sala prova per motori termici alimentati a biocombustibili, metanolo, NH3 e H2. Lambito 4 prevede di completare il laboratorio dedicato al testing di veicoli dotati di tecnologie per guida assistita, autonoma e connessa, sviluppare uninfrastruttura di virtual testing ed estendere uninfrastruttura outdoor per il testing di soluzioni di mobilità innovative in condizioni reali.",non_ai
AI,"La partecipazione al progetto rappresenta un'importante occasione per RTM Distribuzione Srl di evolversi e affrontare con successo le sfide del mercato moderno. La necessit‡ di implementare tecnologie avanzate nasce dall'obiettivo di ottimizzare la gestione logistica e migliorare líefficienza operativa, consentendo una maggiore rapidit‡ e precisione nelle attivit‡ aziendali. Líintroduzione di soluzioni dedicate allíe-commerce e al CRM offrir‡ líopportunit‡ di rafforzare il rapporto con i clienti, migliorando la qualit‡ dellíinterazione e ampliando la presenza online dellíazienda, fondamentale in un contesto sempre pi¿ orientato al digitale. Inoltre, líintegrazione dellíintelligenza artificiale nei software aziendali permetter‡ di sfruttare le potenzialit‡ analitiche e predittive di questa tecnologia, migliorando il processo decisionale e offrendo un significativo vantaggio competitivo.",ai
AI,"PIATTAFORMA ROBOTICA PER
L'INVESTIGAZIONE E IL MONITORAGGIO
DELL'ECOSISTEMA IMPIEGO DI UNA
PIATTAFORMA ROBOTICA PER IL MONITORAGGIO
E LO STUDIO DELLO STATO DI BENESSERE DI
AREE PROTETTE DEL MEDIO ADRIATICO",non_ai
AI,"IL PROGETTO BIODIVERSITY MACHINE SVILUPPA
UN MODELLO TECNOLOGICO AVANZATO BASATO
SU AI, PER SUPPORTARE LE AZIENDE NELLA
MISURAZIONE, VALUTAZIONE E
RENDICONTAZIONE DEGLI IMPATTI SULLA
BIODIVERSITÀ INTEGRANDO METRICHE NEI
PROCESSI DECISIONALI",ai
AI,IMPLEMENTAZIONE DELLE TECNOLOGIE DI AUTOMAZIONE E ROBOTICA PER L'OTTIMIZAZZIONE DEL PROCESSO DI VULCANIZZAZIONE - Progetto di  applicazione di un robot collaborativo e di un sistema di visione intelligente per l’automazione del processo di carico e scarico e/o analisi  difettosità su presse di  stampaggio a compressione di suole in gomma con  realizzazione di un dimostratore industriale.,non_ai
AI,"La stazione Robot di incollaggio viene dotata di un stazione di verifica deposito colla, di una stazione per la programmazione robot ""easy tech"", di un supervisore ""Optis 2.0"". Tali dotazioni daranno al sistema gestionale aziendale dati sulla produzione per mezzo di tecnologie avanzate comprese soluzioni di realt? virtuale e aumentata. Per poter utilizzare i dati forniti dalle suddette stazioni l?azienda ha la necessit? di dotarsi di un sistema gestionale in grado di elaborare tutti i proce",ai
AI,"Utilizzo di un'applicazione di Realt? Aumentata  che permette di migliorare tutte le attivit? di manutenzione, revisione, riparazione sul campo dei robot rasaerba.
La soluzione  permette all'utente di visualizzare informazioni aggiuntive, sugli oggetti ripresi da webcam di tablet e smartglasses, sulla base degli ordini di lavoro da svolgere e delle regole di sicurezza che questi impongono. Una volta identificato un oggetto attraverso il suo marker (un ?tag? o l'oggetto stesso),  sovrappo",non_ai
AI,SI Lombardia - MAURICE S.N.C. DI IAQUINTA ROSSELLA & FONTANA EMANUELA,non_ai
AI,Formazione Continua in Azienda: LLP - Long Life Project,non_ai
AI,Adozione di un sistema UNI ISO 450012018certificato da ente accreditato e firmatario degli Accordi di Mutuo Risconoscimento EA MLA.,non_ai
AI,Formazione Continua in Azienda: LLP - Long Life Project,non_ai
AI,"Sulle esperienze del Caravaggio si innesterà l'esperienza legata all'agumented reality book e all'interactive book, dando luogo ad una Biblioteca innovativa in cui sperimentare diversi modelli di apprendimento attraverso i new media e gli storytelling interattivi.",non_ai
AI,Formazione Continua in Azienda: LLP - Long Life Project,non_ai
AI,Formazione Continua in Azienda: LLP - Long Life Project,non_ai
AI,MELO GRANO S.N.C. DI IAQUINTA E JAKUBASZEK LIQUIDITA0 DGR 330/2020,non_ai
AI,"Il Progetto ha come scopo la manipolazione di oggetti non noti in ambienti non strutturati con mani robotiche adattabili e algoritmi di percezione avanzati; quindi, verrà affrontato il problema della presa autonoma robotica di oggetti in condizioni difficili.",ai
AI,Sistema di monitoraggio e controllo di ambienti (o parte di essi) reali a mezzo di tecnologie VR (o AR) in realtà immersiva,ai
AI,sviluppare un tool denominato iAqueduct per colmare le lacune tra l'osservazione satellitare globale del ciclo idrico e le esigenze locali di informazione per la gestione sostenibile delle risorse idriche,non_ai
AI,Lo sviluppo di una piattaforma basata su un motore di ricerca per attività di analisi su contratti pubblici e bandi pubblici.,non_ai
AI,Adozione di un sistema certificato UNI ISO 45001:2018 da un ente di certificazione accreditato da un ente di accreditamento firmatario degli Accordi di Mutuo Riconoscimento EA MLA,non_ai
AI,Formazione Continua in Azienda: LLP - Long Life Project,non_ai
AI,Formazione Continua in Azienda: LLP - Long Life Project,non_ai
AI,IBOP ha l'obiettivo di dotare edifici pubblici o privati di autocognizione artificiale,ai
AI,"CheckSig innovation is a software solution that implements a Covenant. CheckSig customizes the software of a Hardware Secure Module (HSM) improving the standard HSM security. 
customizing the software of a HSM improves the standard HSM security. The software customization:
A. constrains destination addresses to be defined in a previously established whitelist inside the HSM;
B. Enforces a requirement that the transaction must be authorized by a third party before the transaction can be signed using the HSM secret.  The third party cannot spend the bitcoin, but its authorization is required. 
The innovation reduces the risk of losing the bitcoins to an attacker that gets hold of the HSM, because the attacker cannot send the bitcoins to an address not in the whitelist, i.e. he cannot send the bitcoin to an address under his control.",non_ai
AI,"Il progetto di Ergolines mira a riconfigurare i processi produttivi integrando una nuova linea di produzione di sensori di misura, attivare un servizio post-vendita di manutenzione programmata con utilizzo di strumenti di visione in realt? aumentata, innovare le modalit? di gestione rapporto con il cliente tramite CRM e AR, rinnovare l?infrastruttura IT per il miglioramento generalizzato delle performance e l?accessibilit? in sicurezza ai dati da remoto.",non_ai
AI,Formazione Continua in Azienda: LLP - Long Life Project,non_ai
AI,Realizzazione di un Robot volto ad analizzare il campo magnetico di una risonanza magnetica (Shimming passivo) in maniera del tutto automatico.,ai
AI,chip di registrazione di segnali neurali da utilizzare all’interno di un dispositivo medico impiantabile per la stimolazione cerebrale profonda per il trattamento di malattie neurologiche,non_ai
AI,Formazione Continua in Azienda: LLP - Long Life Project,non_ai
AI,"L?emergenza Covid-19 sta comportato per l?impresa pesanti ripercussioni nell'attivit? commerciale dovute alle difficolt? di promuovere di persona i prodotti in un settore (quello alberghiero/turistico) gi? pesantemente danneggiati. Il progetto intende porvi rimedio attraverso l?adozione di nuovi sistemi software e di realt? virtuale aumentata, finalizzati a garantire il rispetto delle misure di sicurezza sociale nei luoghi di lavoro nonch? adatti a promuovere lo sviluppo di soluzioni",non_ai
AI,Formazione Continua in Azienda: LLP - Long Life Project,non_ai
AI,"Sensore di monitoraggio delle vibrazioni a cui gli edi¿ci sono soggetti. Il sensore analizza le sollecitazioni inviando i relativi dati ad una piattaforma cloud dove vengono analizzati tramite AI, classi¿cando le informazioni e generando dei report per gli utenti.",ai
AI,fornisce tecnologie software e competenze avanzate nel settore ICT dell’Intelligenza Artificale e Pattern Recognition per l’elaborazione automatica di documenti digitali,ai
AI,sviluppare un tool denominato iAqueduct per colmare le lacune tra l'osservazione satellitare globale del ciclo idrico e le esigenze locali di informazione per la gestione sostenibile delle risorse idriche,non_ai
AI,Sviluppo sperimentale di un sistema in grado di correlare eventi di sicurezza fisica e di cybersecurity al fine di incrementare la resilienza a possibili attacchi di sabotaggio e attivitÃ  malevoli,non_ai
AI,Formazione Continua in Azienda: LLP - Long Life Project,non_ai
AI,"Il progetto  sviluppa un prototipo digitale per il monitoraggio in tempo reale di impianti di produzione flessibile per un innovativa gestione predittiva ed opportunistica del loro funzionamento. Lâ¿¿ obiettivo del progetto Ã¨ quello di sperimentare nelle lavorazioni meccaniche ad elevata flessibilitÃ  unâ¿¿architettura digitale su piÃ¹ livelli in grado di raccogliere dati in tempo reale da linea di produzione e centri di lavoro, attraverso sensori nuovi ed esistenti e lâ¿¿utilizzo di specifici dispositivi intelligenti per un loro utilizzo a bordo macchina; predire, attraverso algoritmi di apprendimento automatico lo stato di salute e vita utile di utensili per asportazione di truciolo in lavorazioni complesse e componenti critici di macchina e impianto.",ai
AI,"IAmHero Srl (in breve IAH) sta sviluppando soluzioni in ambito digital health, in particolare Digita",non_ai
AI,Formazione Continua in Azienda: LLP - Long Life Project,non_ai
AI,Formazione Continua in Azienda: LLP - Long Life Project,non_ai
AI,"l'azienda andrà ad automatizzare, grazie all'inserimento di robot collaborativo e di manipolatore, parti del processo di lavorazione che vedono gli operai attivi nel sollevamento, abbassamento e trasferimento di carichi. Il  robot permetterà il sollevamento e posizionamento di bobine formato JUMBO dal peso superiore ai 50 kg ciascuna. Si tratta di un robot con portata massima lorda entro i 500 Kg.",non_ai
AI,"Supporto all'adozione di un piano di smart working
Strumenti tecnologici in supporto al piano di Smart Working di Deep Blue",non_ai
AI,SI Lombardia - GM.TI SNC DI IAQUINTA CATERINA & C.,non_ai
AI,Sviluppo sperimentale di un sistema in grado di correlare eventi di sicurezza fisica e di cybersecurity al fine di incrementare la resilienza a possibili attacchi di sabotaggio e attivitÃ  malevoli,non_ai
AI,Piattaforma robotica autonoma per impianti rinnovabili,non_ai
AI,MANIPOLAZIONE INTELLIGENTE DA SISTEMA DI VISIONE,non_ai
AI,"Il progetto AUGMENT intende sviluppare know-how e tecnologia per la realizzazione di simulatori medicali di nuova generazione, caratterizzati da avanzate funzionalità di interazione aptica e dotati nativamente di interfacce in realtà immersiva e aumentata per la rappresentazione di informazioni al discente. Tramite AUGMENT, Accurate realizzerà 3 nuovi simulatori e sarà in grado di sviluppare nuove funzionalità per i propri prodotti e servizi già in commercio.",non_ai
AI,Formazione Continua in Azienda: LLP - Long Life Project,non_ai
AI,Il progetto riguarda un sistema di navigazione autonoma per robot mobili,ai
AI,"D3 4 HEALTH initiative will deliver, adopting VBH, novel, non/minimally invasive predictive, diagnostic and therapeutic pathways for reference diseases: metastatic colon cancer, liver and bile duct cancer, central nervous system cancer, diabetes type I and multiple sclerosis. The project will be structured in four interlinked core Spokes, highly interrelated either at technical or translational level.",non_ai
AI,"La società Campania Sistemi srl con il progetto METALAB (Metaverse laboratory)  realizzarà  un sistema che effettui, tramite un device mobile es. Cellulare o tablet (attraverso avanzate tecnologie che sfruttano l’integrazione di sistemi basati su intelligent Interaction Technologies e location based services ndr) una scansione del mondo reale che circonda l’utilizzatore e contestualizzi dei contenuti 3D che interagiscono con l’ambiente circostante.",ai
AI,"A comedic retelling of Shakespear’s Romeo and Juliet, told from the point of view of Romeo’s jilted",non_ai
AI,"D3 4 HEALTH initiative will deliver, adopting VBH, novel, non/minimally invasive predictive, diagnostic and therapeutic pathways for reference diseases: metastatic colon cancer, liver and bile duct cancer, central nervous system cancer, diabetes type I and multiple sclerosis. The project will be structured in four interlinked core Spokes, highly interrelated either at technical or translational level.",non_ai
AI,"SIX UNDERGROUND takes director Michael Bay back to his roots – the smart, fast, character-driven action he first brought to the world with BAD BOYS and the ROCK. From the hot writers of Deadpool, SIX UNDERGROUND is a fun, edgy, tough action-thriller that begins a daring new adventure franchise. Led by star Ryan Reynolds, the film follows six characters that have joined together to try and do good in the world, albeit in an unconventional way. Bound by determination and frustration with red tape,",non_ai
AI,"It is 1917 Europe was a continent ravaged by war. The ugliness and horror of the fetid trenches spilled from village to village, unleashing the ravenous, indiscriminate and deadly influenza pandemic. The unfettered industrial revolution dumped soot and waste into the outskirts of the cities. Nietzsche’s reverberation, “God is dead!” fomented a rash of uncompromising and brutal ideologies to dominate and coerce the masses. Once the flower of culture and Christendom, this Europe was sundered by il",non_ai
AI,"In the late 1990s, the arrival of an invalid, Patrick, into Marion and Tom’s home triggers the exploration of seismic events from 40 years previous: the passionate relationship between Tom and Patrick at a time when homosexuality was illegal.",non_ai
AI,"D3 4 HEALTH initiative will deliver, adopting VBH, novel, non/minimally invasive predictive, diagnostic and therapeutic pathways for reference diseases: metastatic colon cancer, liver and bile duct cancer, central nervous system cancer, diabetes type I and multiple sclerosis. The project will be structured in four interlinked core Spokes, highly interrelated either at technical or translational level.",non_ai
AI,"Il progetto prevede attività di ricerca industriale, sviluppo industriale e industrializzazione volta alla valorizzazione economica del brevetto dal titolo “Sistema e metodo per la formulazione automatica di ricette alimentari conformi  alla dieta mediterranea” (brevetto depositato in attesa di ammissione), al fine di sviluppare un servizio automatizzato basato su tecnologie di cloud computing per supportare i pazienti affetti da nefropatia cronica nella gestione di un regime dietetico basato sul modello della dieta mediterranea.
Il progetto prevede, inoltre, la pubblicazione di una libreria opensource basata su linguaggio python per l’elaborazione di raccomandazioni dietetiche sulla base dei dati clinici dei pazienti affetti da nefropatie e si pone anche l’obiettivo di adottare una cartella clinica digitale capace di immagazzinare il numero più alto possibile di dati sul paziente, in modo tale da creare un database che possa essere utilizzato per estrarre informazioni di interesse clinico.",ai
AI,"When Amelia is cast to play the Audrey Hepburn role in a remake of Roman Holiday, she feels as if all her dreams have come true. She is portraying her idol in a major motion picture, and gets to live in beautiful Rome for the next two months. Once in Rome Amelia meets Philip, a handsome journalist and it appears as if things are finally looking up. The problem is that Philip never find the right time to tell her his true identity. Can Amelia finally have both the career and love that she’s alway",non_ai
AI,"La società Campania Sistemi srl con il progetto METALAB (Metaverse laboratory)  realizzarà  un sistema che effettui, tramite un device mobile es. Cellulare o tablet (attraverso avanzate tecnologie che sfruttano l’integrazione di sistemi basati su intelligent Interaction Technologies e location based services ndr) una scansione del mondo reale che circonda l’utilizzatore e contestualizzi dei contenuti 3D che interagiscono con l’ambiente circostante.
Quindi i risultati attesi sono quelli di creare un prototipo (TRL7 Dimostrazione di un prototipo di sistema in ambiente operativo) pre industrializzato.",ai
AI,"The title role ""Collini"" is an Italian who has lived in Germany for over 30 years and works a blue-collar job in an automobile factory. Our story opens with Collini committing the brutal murder of industrialist Jean-Baptiste Meyer in a luxury hotel in Berlin. He immediately gives himself up to the police, but refuses to give a statement or talk about what he has done. His persistent silence on his motive and a possible tale of suffering behind it get the story rolling and an exciting battle of w",non_ai
AI,"The central question of series 2 is who is really killing Eve? Is it Villanelle, out forrevenge after Eve stabbed her? Is it Carolyn, who so wants to get to the heart of TheTwelve that she’ll put anyone in danger? Is it Niko, who loves Eve so much he woulddo anything to protect her, even if it means she has to stop living the life she valuesso much? Or is it Eve herself, who is drawn so deep into the darkness that there is noreturn?KILLING EVE 2 is a story about two women, a pair of unlikely twi",non_ai
AI,Adozione di un sistema di sicurezza lavoro certificato da ente accreditato firmatario Accordi Mutuo Riconoscimento EA MLA,non_ai
AI,"La società Campania Sistemi srl con il progetto METALAB (Metaverse laboratory)  realizzarà  un sistema che effettui, tramite un device mobile es. Cellulare o tablet (attraverso avanzate tecnologie che sfruttano l’integrazione di sistemi basati su intelligent Interaction Technologies e location based services ndr) una scansione del mondo reale che circonda l’utilizzatore e contestualizzi dei contenuti 3D che interagiscono con l’ambiente circostante.",ai
AI,I DUE DIRIGENTI AZIENDALI VENGONO FORMATI SULLE ULTIME FRONTIERE DELLE NEUROSCIENZE CHE UTILIZZANO SISTEMI E ALGORITMI PER SFRUTTARE AL MEGLIO L’INTELLIGENZA EMOTIVA NEL MARKETING IN UN CONTESTO 4.0,non_ai
AI,"In The Journey Andrea Bocelli explores Italy on horseback along the ancient trail known as the Via Francigena. Peace. Beauty. Nature. Music. Culture. There are waypoints in each episode of the pilgrimage to rediscover life's greatest joy. Merging world-class musical performances with intimate conversations set in the awe-inspiring scenery of the Italian countryside, The Journey is an exploration of the moments that define us, the songs that inspire us, and the relationships that connect us to what matters most in life. The Journey is more than a travel show, it is an invitation to recapture the wonder of life. As the worlds begins to reemerge from a year of seclusion, Andrea explores the lessons we have learned: to find hope in uncertainty, to look for the beauty in our surroundings, to be present in each moment, and to treasure each individual life. In every episode, Andrea Bocelli journeys on horseback along Italy's Via Francigena, an ancient road traveled by pilgrims for centuries.",non_ai
AI,"MECGEOS: MECHATRONIC FOR GEODETIC SYSTEM – SISTEMA
ROBOTICO AUTONOMO PER IL RILEVAMENTO GEODE",non_ai
AI,"CONTRIBUTO IMPRESE TRASPORTO SCOLASTICO¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿
¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿
¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿",non_ai
AI,"Nathalie Adler, 40, is on a mission for the EU in Sicily. She organizes the next visit of Macron and Merkel to a migrant camp. Their presence has a high symbolic value to show that everything is under control. But who still wants to believe in this European family on the verge of a nervous breakdown? Probably not Albert, 17, a NGO activist who arrives without warning. He, moreover, no longer believes in his mother...",non_ai
AI,CONCESSIONE DI CONTRIBUTI PER RISTORO COVID19 - TRAVEL WITH ILA,non_ai
AI,"LOGLINE:Mistaken for her twin sister and imprisoned as a patient in a remote Alpine clinic devoted to the study of psychopaths, Hel Brant is trapped in a waking nightmare where nothing is what it seems, everyone is a threat – and nobody believes she is who she claims to be. SYNOPSIS:Devil’s Sanctuary is an 8-part psychological thriller set in the Alps. Estranged Swedish identical twins Siri and Helena were parted by their parents when they were very young and have a complex relationship. When He",non_ai
AI,"Superkitties is an 11-minute animated comedy-adventure preschool series, featuring aspirational characters in high-octane super heroic action, which is funny... because they're cats.In each episode, the adorable kitties are called to fix a problem in the city, sending them on a heroic adventure full of twists, turns, laughs and challenges. Overcoming impossible odds, they restore order and peace, making the world a little kinder, and a little more in need of a lint roller.",non_ai
AI,"Ambushed by his rebellious son, Kendall at the end of Season 2, Logan Roy begins Season 3 in a perilous position. Scrambling to secure familiar, politica, and financial alliances, tensions rise as a bitter corporate battle threatens to turn into a family civil war.",non_ai
AI,"Mönchengladbach, a big city in the west of Germany, in the middle of an autumn night in 2012: Five Italian people get shot in front of their restaurant, right before leaving. A few hours later, the relentless detective chief superintendent INGO THIEL (50) has to form a commission of forensic, profiling, manhunt and IT-experts to solve this cold-blooded multiple murder. Especially, he has to rely on the support of Interpol-Detective CARLA ORLANDO (36), who joins his team for the investigation fro",non_ai
AI,"The novel is based on a true story of the romance between a great Latin American businessman and a Polish countess. It is an accomplished and entertaining novel that involves the history of the twentieth century, the man who brought the first planes to Latin America, the founder of Avianca and Cine Colombia, and he who turned to planes the ships that sailed the Hudson and Magdalena rivers. “Would you take me with you? Do you remember these words that we once said in Venice? I do not know if you",non_ai
AI,"La società Campania Sistemi srl con il progetto METALAB (Metaverse laboratory)  realizzarà  un sistema che effettui, tramite un device mobile es. Cellulare o tablet (attraverso avanzate tecnologie che sfruttano l’integrazione di sistemi basati su intelligent Interaction Technologies e location based services ndr) una scansione del mondo reale che circonda l’utilizzatore e contestualizzi dei contenuti 3D che interagiscono con l’ambiente circostante.
Quindi i risultati attesi sono quelli di creare un prototipo (TRL7 Dimostrazione di un prototipo di sistema in ambiente operativo) pre industrializzato.",ai
AI,"D3 4 HEALTH initiative will deliver, adopting VBH, novel, non/minimally invasive predictive, diagnostic and therapeutic pathways for reference diseases: metastatic colon cancer, liver and bile duct cancer, central nervous system cancer, diabetes type I and multiple sclerosis. The project will be structured in four interlinked core Spokes, highly interrelated either at technical or translational level.",non_ai
AI,"Ever curious Blippi sets off on funny fun packed stand alone adventures in his Silly mobile with faithful sidekick KitttyBot, a female robot cat that helps Blippi find the answers to relatable and data lead burning questions of the day, like: why is his popsicle melting? Or how does a rainbow gets its colors?Our animated Blippi show allows us to take Blippi to places he couldnt' normally go to in live action.",non_ai
AI,"La societ? intende realizzare una piattaforma web in grado di supportare le strategie di sviluppo della azienda con le seguenti finalit?, sistema interattivo di dialogo con gli stakeholder, viaggio esperienziale attraverso realt? virtuale, big date, cyber physical system, vendita online e utilizzo della rete europea 3d PAN EU platform per la realizzazione degli oggetti in prossimit? dei clienti finali.",non_ai
AI,"PRODUZIONE E LA COMMERCIALIZZAZIONE DI UN INNOVATIVO SERVIZIO DI SOFTWARE CON UTILIZZO DI ALGORITMI DI INTELLIGENZA
ARTIFICIALE.",ai
AI,"SIX UNDERGROUND takes director Michael Bay back to his roots – the smart, fast, character-driven action he first brought to the world with BAD BOYS and the ROCK. From the hot writers of Deadpool, SIX UNDERGROUND is a fun, edgy, tough action-thriller that begins a daring new adventure franchise. Led by star Ryan Reynolds, the film follows six characters that have joined together to try and do good in the world, albeit in an unconventional way. Bound by determination and frustration with red tape,",non_ai
AI,Realizzazione di pacchetti di servizi pubblicitari ad aziende ed Enti attraverso una vision maggiormente orientata ai più aggiornati canoni dell’industria culturale,non_ai
AI,VALORIZZAZIONE BREVETTUALE -  MACHINE FOR PRODUCING PRE-CALIBRATED LEAD SHOT,ai
AI,"Based on the Hans Christian Andersen book and bringing the Disney 1989 animated classic to live-action, THE LITTLE MERMAID tells the tale of a curious mermaid princess who yearns to know the human world and, as such, makes a dangerous deal with an evil sea witch in order to become human for three days and complete the impossible task of convincing a human prince to help forge peace between their worlds by falling in love—without the ability to use her voice.",non_ai
AI,"Terra di Nessuno    - NiemandslandLOGLINEThe spectacular first ascent of the Marmolada south face by an Englishwoman and two Dolomite mountain guides, whose rope team broke during the First World War and treason.SYNOPSISIn the documentary Niemandsland Reinhold Messner let  us relive the spectacular first ascent of the Marmolada south face by the Englishwoman Tomasson and the Dolomite mountain guides Bettega and Zagonel on the eve of the First World War. Despite the pressure of time, storm, hail, rockfall and an icy wall, her pioneering act succeeded. Messner leads us from the no man's land mountain, where neither law nor order, neither nationality nor gender count, to the no man's land of the Dolomite front, where the rope team of those three, but also the friendship and trust between Bettega and Zagonel break up. In the end, Zagonel puts a heavy burden on his former partner: Was Bettega really an opportunistic traitor or was he forced into espionage by the Italians?",non_ai
